second,replicas,server_p99
0,1,0.32955642799993257
6,1,0.32955642799993257
11,1,0.32955642799993257
17,1,0.4403593900001397
23,1,0.4403593900001397
28,1,0.4403593900001397
34,1,0.4453619890000482
39,1,0.4453619890000482
45,1,0.47626498199997513
51,1,0.47626498199997513
57,1,0.47626498199997513
62,1,0.4638020989996221
68,1,0.4638020989996221
74,1,0.42130683400000635
79,1,0.42130683400000635
85,1,0.42130683400000635
91,1,0.4281519810001555
96,1,0.4281519810001555
102,1,0.4281519810001555
108,2,0.36234079599989855
114,2,0.36234079599989855
119,2,0.5393211380001048
125,2,0.5393211380001048
131,2,0.5393211380001048
136,2,0.39358394000009866
142,2,0.39358394000009866
147,2,0.39358394000009866
153,2,0.44170543300015197
159,2,0.44170543300015197
164,2,0.3534963189999871
170,2,0.3534963189999871
175,2,0.3534963189999871
181,2,0.36849377199996525
187,2,0.36849377199996525
192,2,0.36849377199996525
198,2,0.3649371310002607
204,2,0.3649371310002607
209,2,0.3541752619998988
215,2,0.3541752619998988
220,2,0.3541752619998988
226,2,0.3711788809996506
232,2,0.3711788809996506
237,2,0.3711788809996506
243,2,0.37217040799987444
249,2,0.37217040799987444
254,2,0.3416921259999981
260,2,0.3416921259999981
266,2,0.3416921259999981
271,2,0.37457725299964295
277,2,0.37457725299964295
282,2,0.37457725299964295
288,2,0.5302116220000244
294,2,0.5302116220000244
300,2,0.4244105220000165
305,2,0.4244105220000165
311,2,0.4244105220000165
317,2,0.4513762729998234
322,2,0.4513762729998234
328,2,0.4513762729998234
333,2,0.43387476299994887
339,2,0.43387476299994887
345,2,0.4435027690001334
350,2,0.4435027690001334
356,2,0.4435027690001334
362,2,0.4318826580001769
367,2,0.4318826580001769
372,2,0.4318826580001769
378,2,0.35917248000032487
384,2,0.35917248000032487
390,2,0.35866040900009466
395,2,0.35866040900009466
401,2,0.35866040900009466
407,2,0.37573029300028793
413,2,0.37573029300028793
418,2,0.37573029300028793
424,2,0.40547368200031997
429,2,0.40547368200031997
435,2,0.39219737999974313
441,2,0.39219737999974313
446,2,0.39219737999974313
452,2,0.40300854700035416
458,2,0.40300854700035416
463,3,0.40300854700035416
469,3,0.5971863640002084
475,3,0.5971863640002084
480,3,0.3925692620000518
486,3,0.3925692620000518
492,3,0.3925692620000518
497,3,0.46554803300023195
503,3,0.46554803300023195
509,3,0.3806042870000965
514,3,0.3806042870000965
520,3,0.3806042870000965
526,3,0.4430033160001585
531,3,0.4430033160001585
537,3,0.4430033160001585
543,3,0.37459801700015305
548,3,0.37459801700015305
554,3,0.3863015709998763
560,3,0.3863015709998763
565,3,0.3863015709998763
571,3,0.3847038110002359
577,3,0.3847038110002359
582,3,0.3847038110002359
588,3,0.38282677899997
593,3,0.38282677899997
599,3,0.37102521999986493
604,3,0.37102521999986493
610,3,0.37102521999986493
616,3,0.3806168629998865
621,3,0.3806168629998865
627,3,0.3806168629998865
633,3,0.40903537900021547
638,3,0.40903537900021547
644,3,0.364881503000106
650,3,0.364881503000106
655,3,0.364881503000106
661,3,0.390843311000026
667,3,0.390843311000026
672,3,0.390843311000026
678,3,0.4336206499997388
684,3,0.4336206499997388
689,3,0.39069521000010354
695,3,0.39069521000010354
700,3,0.39069521000010354
706,3,0.3719546690003881
711,3,0.3719546690003881
717,3,0.3719546690003881
723,3,0.36114180399999896
728,3,0.36114180399999896
734,3,0.3949503960002403
740,3,0.3949503960002403
745,3,0.3949503960002403
751,3,0.36313576599968656
757,3,0.36313576599968656
762,3,0.36313576599968656
768,3,0.3628654349995486
773,3,0.3628654349995486
779,3,0.37343371100087097
785,3,0.37343371100087097
791,3,0.37343371100087097
796,3,0.3767972069999814
802,3,0.3767972069999814
808,3,0.3767972069999814
813,3,0.3507269770007042
819,3,0.3507269770007042
825,3,0.4843859769998744
830,3,0.4843859769998744
836,3,0.4843859769998744
842,3,0.3875998110006549
847,3,0.3875998110006549
853,3,0.3875998110006549
859,3,0.3571689480004352
864,3,0.3571689480004352
870,3,0.3832368410003255
876,3,0.3832368410003255
881,3,0.3832368410003255
887,3,0.47068779900018853
892,3,0.47068779900018853
898,3,0.47068779900018853
904,3,0.3457235990008485
910,3,0.3457235990008485
915,3,0.35738913099976344
921,3,0.35738913099976344
927,3,0.35738913099976344
932,3,0.3610418270000082
938,3,0.3610418270000082
944,3,0.4681002979996265
949,3,0.4681002979996265
955,3,0.4681002979996265
961,3,0.37425875699955213
