latency,status
0.1446382999420166,200
0.18364787101745605,200
0.2380509376525879,200
0.2880055904388428,200
0.33983278274536133,200
0.5952298829682545,200
0.44512176513671875,200
0.6086989336575439,200
0.6034707619164852,200
0.4165000915527344,200
0.6603548526763916,200
0.47367048263549805,200
0.4738743305206299,200
0.6237655491878847,200
0.48897838592529297,200
0.5163323879241943,200
0.4891524314880371,200
0.5338442415112911,200
0.5016379356384277,200
0.4833950996398926,200
0.5745380306644036,200
0.6134429715693411,200
0.4793863296508789,200
0.47955846786499023,200
0.473675012588501,200
0.45490336418151855,200
0.6830105590718869,200
0.4545929431915283,200
0.4536254405975342,200
0.47287893295288086,200
0.473097562789917,200
0.4748249053955078,200
0.47312450408935547,200
0.4704439640045166,200
0.46912384033203125,200
0.4610862731933594,200
0.47249531745910645,200
0.46905088424682617,200
0.4696524143218994,200
0.5648425427759353,200
0.47008848190307617,200
0.46886491775512695,200
0.5141308307647705,200
0.37942051887512207,200
0.24233436584472656,200
0.09199786186218262,200
0.08617520332336426,200
0.09078001976013184,200
0.10186362266540527,200
0.0971519947052002,200
0.16392342012989103,200
0.09936404228210449,200
0.10185456275939941,200
0.09033203125,200
0.07117033004760742,200
0.10710811614990234,200
0.06462669372558594,200
0.07278037071228027,200
0.18969273567199707,200
0.11080193519592285,200
0.15919041633605957,200
0.2091996669769287,200
0.25737833976745605,200
0.3786607802930477,200
0.20956087112426758,200
0.25448012351989746,200
0.2769660949707031,200
0.27843260765075684,200
0.27518296241760254,200
0.4358754757254437,200
0.2789950370788574,200
0.27817392349243164,200
0.5013472959503816,200
0.2526235580444336,200
0.25524282455444336,200
0.256852388381958,200
0.25586366653442383,200
0.2572169303894043,200
0.2635681629180908,200
0.2624387741088867,200
0.266359806060791,200
0.2698514461517334,200
0.27286577224731445,200
0.2725043296813965,200
0.28859686851501465,200
0.280148983001709,200
0.28129029273986816,200
0.37035733573275187,200
0.41437089287507517,200
0.2795677185058594,200
0.26296114921569824,200
0.27352285385131836,200
0.3200502395629883,200
0.3178234100341797,200
0.33243846893310547,200
0.3191375732421875,200
0.35033607482910156,200
0.3290743827819824,200
0.317807674407959,200
0.5481374987682949,200
0.3277304172515869,200
0.3061048984527588,200
0.3172764778137207,200
0.4120974637375634,200
0.30408692359924316,200
0.30550527572631836,200
0.30776381492614746,200
0.30954766273498535,200
0.3091602325439453,200
0.3117797374725342,200
0.3117241859436035,200
0.31426548957824707,200
0.3360328674316406,200
0.3334648609161377,200
0.33110928535461426,200
0.33275365829467773,200
0.4227609933806741,200
0.33080291748046875,200
0.3300158977508545,200
0.5148343406909981,200
0.3281841278076172,200
0.3216524124145508,200
0.32233214378356934,200
0.3453409671783447,200
0.33441948890686035,200
0.336057186126709,200
0.33519840240478516,200
0.42230029207336295,200
0.2776927947998047,200
0.2526881694793701,200
0.2641942501068115,200
0.2652275562286377,200
0.28840208053588867,200
0.2764759063720703,200
0.2779510021209717,200
0.2825138568878174,200
0.28044867515563965,200
0.2775139808654785,200
0.2547144889831543,200
0.26564860343933105,200
0.2641181945800781,200
